LocationZip,Latitude,Longitude,geopoint
,,,
36748,32.297441,-87.78812,32.297441
,,,
37074,36.407653,-86.15305,36.407653
,,,
37874,35.598659,-84.46613,35.598659
,,,
8344,39.562763,-75.00955,39.562763
,,,
11542,40.864757,-73.62609,40.864757
,,,
17880,40.978059,-77.08184,40.978059
,,,
18218,40.822234,-75.91011,40.822234
,,,
2188,42.212866,-70.95872,42.212866
,,,
75315,32.767268,-96.777626,32.767268
,,,
77373,30.056394,-95.38961,30.056394
,,,
66549,39.427973,-96.4027,39.427973
,,,
67545,38.15141,-98.64732,38.15141
,,,
74361,36.294174,-95.30295,36.294174
,,,
75157,32.455407,-96.439495,32.455407
,,,
42413,37.425687,-87.495,37.425687
,,,
62865,37.963264,-89.06906,37.963264
,,,
63178,38.6531,-90.243462,38.6531
,,,
26684,38.163524,-80.86864,38.163524
,,,
28581,34.842394,-76.44111,34.842394
,,,
54550,46.410758,-90.25072,46.410758
,,,
55704,46.22572,-92.76706,46.22572
,,,
45648,38.911803,-82.98836,38.911803
,,,
46402,41.601086,-87.33681,41.601086
,,,
18956,40.262783,-75.01568,40.262783
,,,
19104,39.961612,-75.19957,39.961612
,,,
20578,38.893311,-77.014647,38.893311
,,,
49412,43.464943,-85.95005,43.464943
,,,
53170,42.550263,-88.17065,42.550263
,,,
80121,39.607386,-104.95805,39.607386
,,,
80915,38.858644,-104.70892,38.858644
,,,
84335,41.833371,-111.85897,41.833371
,,,
85613,31.541437,-110.30004,31.541437
,,,
85707,32.169577,-110.875093,32.169577
,,,
95914,39.425854,-121.35852,39.425854
,,,
79174,35.401475,-101.895089,35.401475
,,,
88203,33.363439,-104.524894,33.363439
,,,
88519,31.694842,-106.299987,31.694842
,,,
21647,38.80503,-76.29105,38.80503
,,,
23284,37.549446,-77.451155,37.549446
,,,
24115,36.679571,-79.865168,36.679571
,,,
7474,41.011428,-74.304793,41.011428
,,,
13156,43.337718,-76.6729,43.337718
,,,
8237,39.258089,-74.974344,39.258089
,,,
18015,40.601261,-75.37542,40.601261
,,,
1378,42.667152,-72.32729,42.667152
,,,
37847,36.432891,-84.27781,36.432891
,,,
32643,29.823616,-82.60407,29.823616
,,,
32940,28.21981,-80.69402,28.21981
,,,
33012,25.864773,-80.30069,25.864773
,,,
33024,26.023567,-80.23851,26.023567
,,,
33128,25.777143,-80.20225,25.777143
,,,
33733,27.925755,-82.75211,27.925755
,,,
45741,39.07348,-82.244,39.07348
,,,
46692,40.752777,-85.744328,40.752777
,,,
34713,28.811078,-81.653642,28.811078
,,,
26629,38.553898,-80.69864,38.553898
,,,
26711,39.293252,-78.47306,39.293252
,,,
27855,36.432993,-77.10287,36.432993
,,,
27959,35.923805,-75.61144,35.923805
,,,
28088,35.543639,-80.61167,35.543639
,,,
28385,35.053627,-78.50025,35.053627
,,,
25270,38.879098,-81.42115,38.879098
,,,
25650,37.686815,-81.81441,37.686815
,,,
43217,39.824831,-82.94384,39.824831
,,,
28448,34.464635,-78.29701,34.464635
,,,
30025,33.65072,-83.70779,33.65072
,,,
97828,45.547098,-117.26823,45.547098
,,,
80293,39.746286,-104.99008,39.746286
,,,
83822,48.168577,-117.02483,48.168577
,,,
84404,41.270319,-112.01932,41.270319
,,,
84765,37.136937,-113.64916,37.136937
,,,
84781,37.391737,-113.51806,37.391737
,,,
85541,34.243578,-111.28137,34.243578
,,,
75420,33.052712,-95.72124,33.052712
,,,
77005,29.717529,-95.42821,29.717529
,,,
78164,28.988817,-97.51773,28.988817
,,,
78616,29.928764,-97.56317,29.928764
,,,
67017,37.818158,-97.10839,37.818158
,,,
68945,40.568436,-98.78434,40.568436
,,,
68977,40.092127,-99.63058,40.092127
,,,
59910,47.802143,-114.30638,47.802143
,,,
49839,46.655567,-85.95837,46.655567
,,,
51106,42.466292,-96.35291,42.466292
,,,
53177,42.699169,-87.91692,42.699169
,,,
53511,42.526464,-89.04291,42.526464
,,,
54217,44.55681,-87.71413,44.55681
,,,
45249,39.278295,-84.33049,39.278295
,,,
46305,41.74486,-86.177059,41.74486
,,,
47169,38.609733,-86.055202,38.609733
,,,
55436,44.903864,-93.37056,44.903864
,,,
48062,42.829226,-82.77538,42.829226
,,,
30011,34.022974,-83.83416,34.022974
,,,
41519,37.60512,-82.31477,37.60512
,,,
44116,41.475297,-81.84575,41.475297
,,,
44509,41.106249,-80.69471,41.106249
,,,
33882,28.029402,-81.732139,28.029402
,,,
36752,32.322266,-86.64395,32.322266
,,,
38571,36.04347,-85.094842,36.04347
,,,
23417,37.70973,-75.76272,37.70973
,,,
23876,36.951449,-77.82402,36.951449
,,,
24095,37.21556,-79.73922,37.21556
,,,
27332,35.401023,-79.14419,35.401023
,,,
32059,30.421598,-83.27037,30.421598
,,,
26102,39.218276,-81.497865,39.218276
,,,
32904,28.073891,-80.67167,28.073891
,,,
33141,25.858573,-80.12973,25.858573
,,,
33764,27.932797,-82.74115,27.932797
,,,
72364,35.200501,-90.20234,35.200501
,,,
73129,35.431361,-97.49267,35.431361
,,,
73549,34.645375,-99.15211,34.645375
,,,
82336,41.765078,-108.16076,41.765078
,,,
85299,33.276539,-112.18717,33.276539
,,,
93633,36.734051,-118.958777,36.734051
,,,
94020,37.28842,-122.22457,37.28842
,,,
95119,37.232244,-121.79092,37.232244
,,,
95404,38.457611,-122.69317,38.457611
,,,
95426,38.835146,-122.72234,38.835146
,,,
95452,38.414061,-122.54668,38.414061
,,,
95525,40.907437,-123.88348,40.907437
,,,
95735,38.805745,-120.13213,38.805745
,,,
96796,21.997746,-159.7187,21.997746
,,,
15661,40.319956,-79.35901,40.319956
,,,
16660,40.402523,-77.966977,40.402523
,,,
17049,40.64686,-77.24149,40.64686
,,,
17129,40.261516,-76.880884,40.261516
,,,
6095,41.857303,-72.66654,41.857303
,,,
6127,41.791776,-72.718832,41.791776
,,,
12309,42.800276,-73.88096,42.800276
,,,
19087,40.058808,-75.40069,40.058808
,,,
20660,38.363994,-76.694102,38.363994
,,,
24381,36.714663,-80.82602,36.714663
,,,
22727,38.393351,-78.28737,38.393351
,,,
23106,37.704693,-77.20342,37.704693
,,,
23821,36.87229,-77.91125,36.87229
,,,
3773,43.358339,-72.18321,43.358339
,,,
773,18.361344,-65.72133,18.361344
,,,
936,18.410462,-66.060533,18.410462
,,,
78008,28.759107,-98.2173,28.759107
,,,
81154,37.671046,-106.63177,37.671046
,,,
82715,43.840033,-104.568128,43.840033
,,,
95570,41.081726,-124.13112,41.081726
,,,
98021,47.790653,-122.22021,47.790653
,,,
91307,34.197737,-118.64797,34.197737
,,,
92132,32.643703,-117.138414,32.643703
,,,
92416,34.839964,-115.967051,34.839964
,,,
98848,47.18227,-119.85868,47.18227
,,,
30251,33.201986,-84.69943,33.201986
,,,
32095,29.923718,-81.33962,29.923718
,,,
44693,40.308212,-81.18752,40.308212
,,,
46566,41.105868,-85.74168,41.105868
,,,
47327,39.816703,-85.17784,39.816703
,,,
47390,40.212425,-84.83422,40.212425
,,,
42741,36.98182,-85.22988,36.98182
,,,
43551,41.540724,-83.58904,41.540724
,,,
4351,44.306955,-69.87518,44.306955
,,,
1503,42.380562,-71.62665,42.380562
,,,
22095,38.831813,-77.288755,38.831813
,,,
23690,37.227904,-76.51278,37.227904
,,,
17084,40.67845,-77.60264,40.67845
,,,
32174,29.284924,-81.10296,29.284924
,,,
32193,29.476035,-81.66331,29.476035
,,,
16143,41.096535,-80.46266,41.096535
,,,
10162,40.769334,-73.94893,40.769334
,,,
91358,34.032383,-119.1343,34.032383
,,,
91896,33.786594,-118.298662,33.786594
,,,
92652,33.640302,-117.769442,33.640302
,,,
93794,36.746375,-119.639658,36.746375
,,,
95726,38.749713,-120.53386,38.749713
,,,
97450,42.915024,-124.37576,42.915024
,,,
98140,47.432251,-121.803388,47.432251
,,,
99403,46.400365,-117.08313,46.400365
,,,
87063,34.43283,-105.95532,34.43283
,,,
20431,38.898618,-77.042753,38.898618
,,,
21283,39.284707,-76.620489,39.284707
,,,
21540,39.475166,-79.05968,39.475166
,,,
37373,35.391643,-85.10329,35.391643
,,,
80248,39.738752,-104.408349,39.738752
,,,
67330,37.180641,-95.30389,37.180641
,,,
70605,30.165907,-93.24905,30.165907
,,,
71933,34.397266,-93.4063,34.397266
,,,
72394,35.05102,-90.63521,35.05102
,,,
72680,35.880462,-92.29117,35.880462
,,,
72923,35.332908,-94.30853,35.332908
,,,
73857,36.283175,-99.32679,36.283175
,,,
76856,30.75159,-99.23238,30.75159
,,,
76908,31.39577,-100.68959,31.39577
,,,
77476,29.686804,-95.99738,29.686804
,,,
77735,30.095391,-95.628023,30.095391
,,,
84757,37.391483,-113.2821,37.391483
,,,
85724,32.240571,-110.944343,32.240571
,,,
60187,41.858279,-88.10904,41.858279
,,,
66481,37.302792,-94.77251,37.302792
,,,
66834,38.862376,-96.47367,38.862376
,,,
55029,45.642235,-93.201107,45.642235
,,,
55441,45.001997,-93.42421,45.001997
,,,
56131,43.861532,-95.59378,43.861532
,,,
56270,44.552749,-94.98994,44.552749
,,,
49038,42.209307,-86.3337,42.209307
,,,
49952,46.7596,-88.84928,46.7596
,,,
40596,38.028269,-84.471505,38.028269
,,,
41216,37.756007,-82.81931,37.756007
,,,
41777,37.065439,-83.22479,37.065439
,,,
33747,27.891809,-82.724763,27.891809
,,,
33873,27.541676,-81.8127,27.541676
,,,
33946,26.849473,-82.28661,26.849473
,,,
34703,28.718224,-81.735239,28.718224
,,,
35468,33.306606,-87.453224,33.306606
,,,
35755,34.501178,-86.11516,34.501178
,,,
35969,34.452575,-85.717302,34.452575
,,,
42722,37.271372,-85.72639,37.271372
,,,
43812,40.270198,-81.86761,40.270198
,,,
45429,39.687459,-84.15595,39.687459
,,,
46327,41.634385,-87.50911,41.634385
,,,
47529,38.869876,-87.08288,38.869876
,,,
37422,35.221092,-85.209082,35.221092
,,,
37842,35.87543,-84.792927,35.87543
,,,
61543,40.392048,-89.99885,40.392048
,,,
61728,40.56944,-88.62727,40.56944
,,,
62887,38.185822,-88.36923,38.185822
,,,
72554,36.445205,-91.5553,36.445205
,,,
73739,36.521836,-98.13462,36.521836
,,,
79109,35.171903,-101.87581,35.171903
,,,
80449,38.993175,-105.79916,38.993175
,,,
81077,38.015189,-103.62827,38.015189
,,,
75452,33.385224,-96.24782,33.385224
,,,
75765,32.617073,-95.22445,32.617073
,,,
77641,29.847569,-94.129733,29.847569
,,,
64756,37.621338,-94.01643,37.621338
,,,
65609,36.527558,-92.14776,36.527558
,,,
66104,39.137003,-94.67203,39.137003
,,,
68135,41.203791,-96.17862,41.203791
,,,
17077,40.406144,-76.52753,40.406144
,,,
18035,40.749545,-75.53855,40.749545
,,,
18618,41.37649,-76.03662,41.37649
,,,
19146,39.938512,-75.18067,39.938512
,,,
14740,42.230692,-79.17185,42.230692
,,,
15276,40.434436,-80.024817,40.434436
,,,
30173,34.145931,-85.14342,34.145931
,,,
30473,32.03096,-82.48797,32.03096
,,,
33339,26.145724,-80.448254,26.145724
,,,
33407,26.750991,-80.07296,26.750991
,,,
33908,26.502677,-81.93052,26.502677
,,,
34420,29.054976,-82.04255,29.054976
,,,
35072,33.089342,-86.04682,33.089342
,,,
36031,32.251957,-85.73589,32.251957
,,,
36582,30.533744,-88.16865,30.533744
,,,
38372,35.180947,-88.18946,35.180947
,,,
45042,39.534907,-84.39324,39.534907
,,,
45250,39.166759,-84.53822,39.166759
,,,
55432,45.095674,-93.25336,45.095674
,,,
48278,42.239933,-83.150823,42.239933
,,,
48393,42.532251,-83.53378,42.532251
,,,
48851,42.962965,-84.94611,42.962965
,,,
49022,42.10809,-86.41801,42.10809
,,,
52728,41.456515,-90.73252,41.456515
,,,
13848,42.214705,-75.727699,42.214705
,,,
13850,42.075874,-76.02837,42.075874
,,,
15112,40.399436,-79.83794,40.399436
,,,
15201,40.471468,-79.95726,40.471468
,,,
15937,40.208983,-78.98782,40.208983
,,,
20860,39.15283,-77.03494,39.15283
,,,
21133,39.376372,-76.79916,39.376372
,,,
21687,38.88927,-75.861191,38.88927
,,,
21821,38.158615,-75.93147,38.158615
,,,
4668,45.188555,-67.59063,45.188555
,,,
7627,40.955603,-73.96044,40.955603
,,,
11218,40.644552,-73.97595,40.644552
,,,
24203,36.761613,-81.968712,36.761613
,,,
24872,37.45926,-81.89024,37.45926
,,,
12776,41.94836,-74.94475,41.94836
,,,
18957,40.302945,-75.448579,40.302945
,,,
75228,32.825227,-96.67955,32.825227
,,,
77484,30.068888,-95.92499,30.068888
,,,
82835,44.770838,-106.42404,44.770838
,,,
83620,44.878097,-116.43395,44.878097
,,,
66032,38.278069,-95.25997,38.278069
,,,
66077,39.423964,-95.1287,39.423964
,,,
16673,40.328843,-78.39897,40.328843
,,,
4543,44.036533,-69.48841,44.036533
,,,
5146,43.186044,-72.61661,43.186044
,,,
20447,38.884712,-77.025198,38.884712
,,,
3220,43.459555,-71.47352,43.459555
,,,
4412,44.78696,-68.7547,44.78696
,,,
4455,45.333971,-68.29313,45.333971
,,,
17008,40.167091,-76.978448,40.167091
,,,
23045,37.426154,-76.26844,37.426154
,,,
23666,37.050946,-76.40711,37.050946
,,,
29150,33.916418,-80.35738,33.916418
,,,
12406,42.130111,-74.57574,42.130111
,,,
12460,42.406464,-74.15692,42.406464
,,,
27568,35.511864,-78.24273,35.511864
,,,
46158,39.588545,-86.37431,39.588545
,,,
47128,38.557243,-86.261089,38.557243
,,,
48089,42.467086,-82.99866,42.467086
,,,
49078,42.459989,-85.71069,42.459989
,,,
49094,42.06137,-85.11971,42.06137
,,,
55119,44.957315,-93.00616,44.957315
,,,
38281,36.354384,-89.149881,36.354384
,,,
38634,34.74504,-89.484963,34.74504
,,,
39158,32.642448,-90.090683,32.642448
,,,
55606,47.940908,-90.01705,47.940908
,,,
56375,45.702598,-94.27609,45.702598
,,,
34769,28.24934,-81.28749,28.24934
,,,
35143,33.080971,-86.53875,33.080971
,,,
35808,34.623075,-86.6647,34.623075
,,,
38963,34.015686,-90.39034,34.015686
,,,
46859,41.093763,-85.070713,41.093763
,,,
48118,42.316922,-84.03445,42.316922
,,,
48918,42.599184,-84.371973,42.599184
,,,
46508,41.154441,-85.96915,41.154441
,,,
49683,44.531456,-85.9334,44.531456
,,,
35754,34.520438,-86.61977,34.520438
,,,
40357,38.146395,-84.107655,38.146395
,,,
3278,43.283838,-71.82537,43.283838
,,,
5363,42.886921,-72.86457,42.886921
,,,
6123,41.791776,-72.718832,41.791776
,,,
1040,42.201891,-72.6242,42.201891
,,,
1534,42.140741,-71.64376,42.140741
,,,
1778,42.345583,-71.35643,42.345583
,,,
93032,34.032383,-119.1343,34.032383
,,,
96063,40.371043,-121.58245,40.371043
,,,
96759,21.4603,-158.06446,21.4603
,,,
98415,47.066193,-122.113223,47.066193
,,,
83535,46.542771,-116.7202,46.542771
,,,
85260,33.606004,-111.88699,33.606004
,,,
85281,33.426885,-111.92733,33.426885
,,,
75901,31.330567,-94.68667,31.330567
,,,
94045,37.381144,-122.334825,37.381144
,,,
95305,37.824554,-120.25764,37.824554
,,,
78374,27.884565,-97.32054,27.884565
,,,
91733,34.05051,-118.04834,34.05051
,,,
70521,30.336379,-91.84786,30.336379
,,,
14809,42.419988,-77.43392,42.419988
,,,
15354,39.870635,-80.211335,39.870635
,,,
8322,39.618222,-75.0618,39.618222
,,,
12494,41.961316,-74.27687,41.961316
,,,
7175,40.79185,-74.245241,40.79185
,,,
7507,41.011428,-74.304793,41.011428
,,,
16743,41.809546,-78.27125,41.809546
,,,
17214,39.736626,-77.47038,39.736626
,,,
820,17.734211,-64.734694,17.734211
,,,
99743,64.010218,-149.10712,64.010218
,,,
43771,39.842048,-81.93264,39.842048
,,,
33924,26.519415,-82.19101,26.519415
,,,
34705,28.708139,-81.73307,28.708139
,,,
24715,37.335297,-81.31112,37.335297
,,,
24818,37.594959,-81.62947,37.594959
,,,
43035,40.173636,-82.99675,40.173636
,,,
43951,40.109149,-81.01773,40.109149
,,,
46898,41.093763,-85.070713,41.093763
,,,
47435,39.196272,-86.230212,39.196272
,,,
28453,34.888483,-78.05955,34.888483
,,,
28710,35.464897,-82.28307,35.464897
,,,
29102,33.647611,-80.21281,33.647611
,,,
29703,34.992612,-81.178712,34.992612
,,,
29912,32.488929,-80.989142,32.488929
,,,
27968,35.661979,-75.47741,35.661979
,,,
33441,26.309657,-80.09541,26.309657
,,,
33594,27.911226,-82.24508,27.911226
,,,
95517,38.692808,-120.818771,38.692808
,,,
96160,39.3781,-120.186383,39.3781
,,,
98933,46.406875,-120.62421,46.406875
,,,
83862,48.36875,-116.545493,48.36875
,,,
75387,32.767268,-96.777626,32.767268
,,,
77088,29.879213,-95.45028,29.879213
,,,
77516,29.183991,-95.465083,29.183991
,,,
95128,37.316983,-121.93555,37.316983
,,,
78256,29.623533,-98.62493,29.623533
,,,
78543,26.298611,-97.99464,26.298611
,,,
78729,30.451348,-97.76588,30.451348
,,,
91116,33.786594,-118.298662,33.786594
,,,
92517,33.752886,-116.055617,33.752886
,,,
99736,66.075713,-162.71822,66.075713
,,,
62970,37.199769,-89.10964,37.199769
,,,
63113,38.656701,-90.24397,38.656701
,,,
63134,38.738217,-90.33904,38.738217
,,,
64677,39.869353,-93.00865,39.869353
,,,
65302,38.724577,-93.281672,38.724577
,,,
65541,37.622778,-91.76321,37.622778
,,,
56543,46.290371,-96.33238,46.290371
,,,
57420,45.327593,-100.12424,45.327593
,,,
58480,46.92853,-98.25936,46.92853
,,,
59004,46.017965,-106.99199,46.017965
,,,
67411,37.872226,-97.005915,37.872226
,,,
68781,42.028202,-97.84085,42.028202
,,,
54634,43.610055,-90.40896,43.610055
,,,
55308,45.426203,-93.85017,45.426203
,,,
27624,35.797692,-78.625265,35.797692
,,,
32725,28.902426,-81.24515,28.902426
,,,
48275,42.239933,-83.150823,42.239933
,,,
48757,43.462775,-83.68564,43.462775
,,,
49256,41.746349,-84.21557,41.746349
,,,
17547,40.064862,-76.57145,40.064862
,,,
5660,44.248198,-72.78525,44.248198
,,,
5901,44.680771,-71.719436,44.680771
,,,
6110,41.7313,-72.73374,41.7313
,,,
6860,41.308873,-73.363661,41.308873
,,,
12432,41.949795,-74.003246,41.949795
,,,
22723,38.331957,-78.3774,38.331957
,,,
23076,37.475132,-76.31316,37.475132
,,,
23103,37.639354,-77.72841,37.639354
,,,
13450,42.69983,-74.81731,42.69983
,,,
14270,42.768413,-78.887094,42.768413
,,,
18979,40.211896,-75.35586,40.211896
,,,
1930,42.624015,-70.67552,42.624015
,,,
2152,42.373047,-70.97803,42.373047
,,,
2790,41.602517,-71.08904,41.602517
,,,
25755,38.422115,-82.431667,38.422115
,,,
76623,32.221421,-96.7832,32.221421
,,,
16531,42.182748,-80.064915,42.182748
,,,
17536,39.840243,-76.07373,39.840243
,,,
17980,40.584748,-76.55479,40.584748
,,,
25239,38.851872,-81.84501,38.851872
,,,
6239,41.799111,-71.87594,41.799111
,,,
7830,40.723778,-74.81866,40.723778
,,,
8205,39.471263,-74.502457,39.471263
,,,
10528,40.972667,-73.71886,40.972667
,,,
12196,42.631625,-73.61619,42.631625
,,,
13123,43.236407,-75.776918,43.236407
,,,
28243,35.26002,-80.804151,35.26002
,,,
23670,37.072658,-76.38992,37.072658
,,,
14083,42.676913,-78.44075,42.676913
,,,
14476,43.339304,-78.02581,43.339304
,,,
15290,40.434436,-80.024817,40.434436
,,,
3102,42.990684,-71.4868,42.990684
,,,
4081,44.566156,-70.661557,44.566156
,,,
4330,44.344406,-69.76345,44.344406
,,,
20717,38.833563,-76.877743,38.833563
,,,
67039,37.513371,-96.99851,37.513371
,,,
67205,37.738348,-97.42917,37.738348
,,,
67855,37.557733,-101.68074,37.557733
,,,
75928,30.680344,-93.68535,30.680344
,,,
77066,29.959439,-95.49694,29.959439
,,,
71263,32.887552,-91.4107,32.887552
,,,
71277,32.957393,-92.57935,32.957393
,,,
71901,34.506487,-93.01941,34.506487
,,,
80932,38.82469,-104.562027,38.82469
,,,
81328,37.363564,-108.29691,37.363564
,,,
72111,35.227869,-92.13033,35.227869
,,,
72310,35.852046,-89.972762,35.852046
,,,
72312,34.546696,-90.767879,34.546696
,,,
92365,34.896333,-116.63644,34.896333
,,,
84035,40.443203,-109.25255,40.443203
,,,
85548,32.797009,-109.752196,32.797009
,,,
87199,35.044339,-106.672872,35.044339
,,,
87540,35.434943,-105.91873,35.434943
,,,
94146,37.784827,-122.727802,37.784827
,,,
94165,37.784827,-122.727802,37.784827
,,,
94271,38.377411,-121.444429,38.377411
,,,
98240,48.931679,-122.63256,48.931679
,,,
98527,46.630051,-123.95463,46.630051
,,,
50611,42.805321,-92.91579,42.805321
,,,
50831,40.931394,-94.219334,40.931394
,,,
68342,40.105725,-96.93428,40.105725
,,,
68715,41.993408,-97.60196,41.993408
,,,
68846,41.068227,-97.89516,41.068227
,,,
70747,30.878083,-91.67672,30.878083
,,,
65274,39.015654,-92.68811,39.015654
,,,
44236,41.248795,-81.44679,41.248795
,,,
71286,32.660116,-91.20531,32.660116
,,,
45229,39.152093,-84.48899,39.152093
,,,
52757,41.801711,-90.35223,41.801711
,,,
64439,39.527667,-94.76577,39.527667
,,,
53702,43.06956,-89.423861,43.06956
,,,
59231,48.404667,-106.53357,48.404667
,,,
99640,59.971286,-154.85008,59.971286
,,,
92324,34.061931,-117.31995,34.061931
,,,
12463,42.174411,-74.01599,42.174411
,,,
12958,44.958106,-73.58022,44.958106
,,,
95120,37.213624,-121.85671,37.213624
,,,
98042,47.363382,-122.11451,47.363382
,,,
98619,46.018228,-121.28904,46.018228
,,,
90005,34.058911,-118.30848,34.058911
,,,
95605,38.592155,-121.52805,38.592155
,,,
96742,21.191665,-156.9818,21.191665
,,,
3076,42.734182,-71.32359,42.734182
,,,
4066,43.763403,-69.97038,43.763403
,,,
2673,41.656883,-70.23726,41.656883
,,,
32232,30.34494,-81.683107,30.34494
,,,
33010,25.832374,-80.27874,25.832374
,,,
13615,44.005613,-75.98315,44.005613
,,,
14141,42.516248,-78.68944,42.516248
,,,
14167,42.750175,-78.32283,42.750175
,,,
14623,43.087613,-77.6352,43.087613
,,,
15275,40.44952,-80.179475,40.44952
,,,
15640,40.22615,-79.73165,40.22615
,,,
15922,40.484487,-78.702224,40.484487
,,,
15931,40.498793,-78.74591,40.498793
,,,
26222,38.663739,-80.39794,38.663739
,,,
21088,39.534703,-77.049302,39.534703
,,,
21223,39.286556,-76.64644,39.286556
,,,
22650,38.76592,-78.36545,38.76592
,,,
8801,40.624538,-74.89118,40.624538
,,,
733,18.019331,-66.619165,18.019331
,,,
2551,41.453321,-70.558023,41.453321
,,,
13864,42.298203,-76.38844,42.298203
,,,
5067,43.687515,-72.54272,43.687515
,,,
95130,37.289642,-121.98311,37.289642
,,,
95355,37.673513,-120.95566,37.673513
,,,
95980,39.918503,-121.337404,39.918503
,,,
89148,36.049095,-115.28485,36.049095
,,,
90086,33.786594,-118.298662,33.786594
,,,
96753,20.771418,-156.45769,20.771418
,,,
97035,45.41387,-122.72492,45.41387
,,,
92867,33.811566,-117.82919,33.811566
,,,
99923,55.941442,-130.0545,55.941442
,,,
73442,34.329621,-97.68182,34.329621
,,,
66850,38.395027,-96.69377,38.395027
,,,
68883,40.807789,-98.5978,40.807789
,,,
63763,37.052849,-90.16705,37.052849
,,,
64771,37.766787,-94.45313,37.766787
,,,
76677,31.254242,-96.937574,31.254242
,,,
77566,29.036879,-95.44103,29.036879
,,,
60921,40.757447,-88.29306,40.757447
,,,
61254,41.464473,-90.15854,41.464473
,,,
61528,40.776845,-89.7401,40.776845
,,,
79405,33.570035,-101.84984,33.570035
,,,
80457,39.653899,-105.30102,39.653899
,,,
35147,33.397441,-86.54218,33.397441
,,,
49509,42.905877,-85.70392,42.905877
,,,
27864,35.795738,-77.64106,35.795738
,,,
42202,36.681441,-86.85365,36.681441
,,,
42354,37.3799,-86.9258,37.3799
,,,
19808,39.734279,-75.6631,39.734279
,,,
20424,38.893311,-77.014647,38.893311
,,,
21795,39.600029,-77.81584,39.600029
,,,
76310,33.841948,-98.5624,33.841948
,,,
76565,31.650023,-98.36186,31.650023
,,,
77404,28.798156,-95.651058,28.798156
,,,
78403,27.777,-97.463213,27.777
,,,
60162,41.872997,-87.90101,41.872997
,,,
61525,40.849036,-89.65554,40.849036
,,,
62292,38.214035,-89.68346,38.214035
,,,
63068,38.558836,-91.24469,38.558836
,,,
68828,41.556172,-99.24938,41.556172
,,,
70535,30.492895,-92.41578,30.492895
,,,
65065,38.130807,-92.66935,38.130807
,,,
65066,38.33895,-91.49522,38.33895
,,,
85027,33.698731,-112.11429,33.698731
,,,
85311,33.276539,-112.18717,33.276539
,,,
86017,34.9372,-111.62931,34.9372
,,,
88041,32.726051,-107.97807,32.726051
,,,
74367,36.412084,-95.12924,36.412084
,,,
74467,35.961019,-95.3611,35.961019
,,,
75359,32.767268,-96.777626,32.767268
,,,
83346,42.261085,-113.8869,42.261085
,,,
14876,42.429721,-76.925846,42.429721
,,,
16433,41.732434,-80.14613,41.732434
,,,
17365,40.052872,-76.94481,40.052872
,,,
30258,32.999261,-84.47168,32.999261
,,,
30369,33.844371,-84.47405,33.844371
,,,
30642,33.547041,-83.19797,33.547041
,,,
31790,31.652542,-83.57934,31.652542
,,,
23337,37.931216,-75.47192,37.931216
,,,
23707,36.835215,-76.3457,36.835215
,,,
5439,44.49518,-73.165092,44.49518
,,,
6027,42.002345,-72.90922,42.002345
,,,
6518,41.413114,-72.90409,41.413114
,,,
7470,40.943608,-74.25004,40.943608
,,,
20861,39.14827,-76.99859,39.14827
,,,
23432,36.871628,-76.56063,36.871628
,,,
23512,36.931166,-76.23972,36.931166
,,,
75262,32.767268,-96.777626,32.767268
,,,
76234,33.263039,-97.55657,33.263039
,,,
76882,31.801928,-99.68057,31.801928
,,,
77406,29.50401,-95.919107,29.50401
,,,
81044,38.039941,-102.94569,38.039941
,,,
82643,43.363864,-106.27476,43.363864
,,,
96046,40.639108,-123.47525,40.639108
,,,
88232,33.060827,-104.33708,33.060827
,,,
98336,46.53619,-122.11766,46.53619
,,,
99699,60.516935,-150.719924,60.516935
,,,
93265,36.150892,-118.76204,36.150892
,,,
93433,35.120934,-120.61952,35.120934
,,,
78270,29.437532,-98.461582,29.437532
,,,
78748,30.17202,-97.82265,30.17202
,,,
78959,29.697311,-97.29077,29.697311
,,,
79065,35.533093,-100.96041,35.533093
,,,
79731,31.389079,-102.35059,31.389079
,,,
11233,40.676938,-73.91858,40.676938
,,,
25259,38.679327,-81.27334,38.679327
,,,
25853,37.63215,-81.31644,37.63215
,,,
29322,35.109207,-82.141,35.109207
,,,
29527,33.801049,-79.1148,33.801049
,,,
29597,33.785803,-78.971795,33.785803
,,,
28010,35.719228,-80.89909,35.719228
,,,
65684,37.298292,-92.162456,37.298292
,,,
66636,39.042939,-95.769657,39.042939
,,,
67669,39.436461,-99.32578,39.436461
,,,
58645,46.92752,-103.56872,46.92752
,,,
58792,47.971295,-100.76841,47.971295
,,,
60048,42.290922,-87.95169,42.290922
,,,
61012,42.401104,-88.74726,42.401104
,,,
61060,42.475891,-89.63404,42.475891
,,,
61722,40.434885,-88.62237,40.434885
,,,
61928,39.45274,-88.5144,39.45274
,,,
98346,47.807359,-122.51962,47.807359
,,,
99206,47.646994,-117.25912,47.646994
,,,
68521,40.855645,-96.71298,40.855645
,,,
68749,42.609687,-97.250378,42.609687
,,,
70704,30.51589,-91.080373,30.51589
,,,
76681,31.90869,-96.40744,31.90869
,,,
77461,29.401461,-95.82334,29.401461
,,,
77633,30.158637,-96.407936,30.158637
,,,
79034,36.397469,-100.16168,36.397469
,,,
93219,35.87368,-119.26362,35.87368
,,,
94703,37.862526,-122.27582,37.862526
,,,
95148,37.330496,-121.79141,37.330496
,,,
